n_residues_total,n_residues_confident,confident_fraction,mean_plddt,compactness,hp_surf_frac,arom_surf_frac,max_hp_patch,n_hp_patches_5plus,pocket_density,max_pocket_cluster,pocket_cluster_per_100res,accession,Entry,intended_gene,gene_symbol,protac_validated,Length,n_lines_screened,mean_chronos,median_chronos,frac_essential,frac_strongly_essential,n_lines_expression,mean_log_tpm,median_log_tpm,frac_expressed,frac_high_expressed
422,309,0.7322274881516587,90.6577993527508,1.1607623892362393,0.26744186046511625,0.06976744186046512,5,1,0.21359223300970873,22,7.119741100323624,Q7Z7E8,Q7Z7E8,,UBE2Q1,False,422,1208.0,-0.2826090747479778,-0.2453472305838175,0.1564569536423841,0.019867549668874173,1775.0,5.880931539605634,5.878306,1.0,0.9994366197183099
766,725,0.9464751958224543,93.01875862068964,1.3125807938766267,0.22981366459627328,0.07763975155279502,5,2,0.19034482758620688,18,2.4827586206896552,Q7Z7L7,Q7Z7L7,,ZER1,False,766,1208.0,-0.14092790599940005,-0.11826845635208569,0.027317880794701987,0.009933774834437087,1775.0,3.688585371042254,3.7031672,0.9994366197183099,0.8377464788732394
256,188,0.734375,92.48781914893617,1.5671013351922363,0.3125,0.140625,8,2,0.18617021276595744,8,4.25531914893617,Q86SE9,Q86SE9,,PCGF5,False,256,1208.0,-0.03551435032038455,-0.0275795838721872,0.01076158940397351,0.0,1775.0,4.610076366507042,4.7042856,0.9926760563380281,0.9419718309859155
592,229,0.38682432432432434,86.73270742358079,2.0674458498808312,0.391304347826087,0.14906832298136646,21,3,0.2096069868995633,17,7.423580786026202,Q86T96,Q86T96,,RNF180,False,592,1208.0,0.0004845459795418016,0.00044149329542095,0.005794701986754967,0.0,1775.0,0.46047073394140847,0.1350633,0.1808450704225352,0.005633802816901409
617,383,0.6207455429497569,89.23177545691907,1.471467363921057,0.5303030303030303,0.14772727272727273,27,9,0.2558746736292428,46,12.010443864229766,Q86TM6,Q86TM6,,SYVN1,False,617,1208.0,-0.43850448538513803,-0.39854411623552555,0.33774834437086093,0.03394039735099338,1775.0,4.9316630628732385,4.8606896,1.0,0.9966197183098592
253,156,0.616600790513834,88.75852564102563,2.2183339102783797,0.43478260869565216,0.14782608695652175,34,2,0.16025641025641027,5,3.205128205128205,Q86UD3,Q86UD3,,MARCHF3,False,253,1090.0,-0.07694685565289446,-0.07810726469643406,0.001834862385321101,0.0,1775.0,2.4516338857064786,2.309185,0.8225352112676056,0.3391549295774648
904,401,0.4435840707964602,88.74546134663342,1.718127462106958,0.29457364341085274,0.08527131782945736,9,2,0.20947630922693267,16,3.99002493765586,Q86UK7,Q86UK7,,ZNF598,False,904,,,,,,1775.0,4.686621160422535,4.7152452,0.9994366197183099,0.9853521126760564
332,208,0.6265060240963856,89.89317307692308,2.1271649764894893,0.33116883116883117,0.09090909090909091,7,2,0.18269230769230768,20,9.615384615384617,Q86UT8,Q86UT8,,CENATAC,False,332,1208.0,-1.3311032252009363,-1.30037427728773,0.9925496688741722,0.8534768211920529,1775.0,4.084789988225352,4.177607,0.9994366197183099,0.8270422535211268
250,227,0.908,91.36215859030837,4.2110682341055,0.39690721649484534,0.0979381443298969,9,8,0.14537444933920704,9,3.9647577092511015,Q86UV6,Q86UV6,,TRIM74,False,250,,,,,,1775.0,0.2680578703633803,0.13998675,0.05126760563380282,0.0011267605633802818
250,232,0.928,90.85771551724137,4.141060146891346,0.3969849246231156,0.09045226130653267,9,8,0.13793103448275862,9,3.8793103448275863,Q86UV7,Q86UV7,,TRIM73,False,250,,,,,,1775.0,1.0179429064788732,0.7996452,0.4056338028169014,0.030422535211267605
622,387,0.6221864951768489,92.5729715762274,1.4898652417793716,0.3108108108108108,0.08558558558558559,5,2,0.19638242894056848,23,5.943152454780361,Q86UW9,Q86UW9,,DTX2,False,622,1208.0,-0.23992189659343313,-0.23127006571040548,0.07036423841059603,0.0008278145695364238,1775.0,3.6518264654647887,3.5468204,1.0,0.7459154929577465
550,506,0.92,91.63762845849803,1.125233534490427,0.3441295546558704,0.13360323886639677,8,2,0.20553359683794467,33,6.521739130434782,Q7L5Y6,Q7L5Y6,,DET1,False,550,1208.0,-0.29409520423675284,-0.2601184915149617,0.20281456953642385,0.02566225165562914,1775.0,2.154852590267606,2.2020571,0.9397183098591549,0.10591549295774648
389,356,0.9151670951156813,93.23407303370787,2.2796624290525043,0.25365853658536586,0.07804878048780488,6,3,0.14606741573033707,18,5.056179775280898,Q7L273,Q7L273,,KCTD9,False,389,1208.0,-0.22375554850232945,-0.23070143252165876,0.0695364238410596,0.0024834437086092716,1775.0,4.838889201847887,4.8813806,0.9977464788732394,0.9774647887323944
432,100,0.23148148148148148,91.65320000000001,2.140301322937012,0.4342105263157895,0.07894736842105263,8,2,0.16,8,8.0,Q7L0R7,Q7L0R7,,RNF44,False,432,1208.0,-0.019481906421107364,-0.01672494776125765,0.0074503311258278145,0.0,1775.0,4.460286928957747,4.531425,1.0,0.9312676056338028
1606,781,0.4863013698630137,88.48984635083228,1.3175179895388118,0.2827102803738318,0.09813084112149532,5,2,0.19718309859154928,17,2.176696542893726,Q76N89,Q76N89,,HECW1,False,1606,1208.0,0.044314744371294346,0.041813015899539646,0.0,0.0,1775.0,0.7753850228540844,0.22199336,0.3036619718309859,0.049014084507042255
974,644,0.6611909650924025,88.99448757763975,1.4203217005671411,0.30994152046783624,0.1023391812865497,13,1,0.2096273291925466,21,3.260869565217391,Q6PJI9,Q6PJI9,,WDR59,False,974,1208.0,-0.33169136777495806,-0.30491379604053703,0.2259933774834437,0.01076158940397351,1775.0,4.787084994197183,4.8159237,1.0,0.9802816901408451
670,536,0.8,92.13307835820896,1.8677747263194275,0.31456953642384106,0.08609271523178808,14,4,0.15111940298507462,25,4.664179104477612,Q6Q0C0,Q6Q0C0,,TRAF7,False,670,1208.0,-0.13146284417204573,-0.12956715458981388,0.048841059602649006,0.0024834437086092716,1775.0,5.462402711380283,5.508102,1.0,0.9983098591549295
311,279,0.8971061093247589,95.33347670250896,1.2095299125964651,0.5763888888888888,0.20833333333333334,24,4,0.3333333333333333,84,30.107526881720432,Q6TCH7,Q6TCH7,,PAQR3,False,311,1208.0,-0.16539775627562242,-0.16295747474470457,0.013245033112582781,0.0,1775.0,4.097256662852395,4.097139,0.9994366197183099,0.9143661971830986
642,556,0.8660436137071651,94.05744604316547,1.3452134576722183,0.2826086956521739,0.08695652173913043,9,2,0.22302158273381295,44,7.913669064748201,Q6TDP4,Q6TDP4,,KLHL17,False,642,1208.0,0.033479905882680495,0.0332364250427078,0.0024834437086092716,0.0,1775.0,3.2383061106873243,3.3251517,0.9684507042253521,0.6292957746478873
600,544,0.9066666666666666,92.19985294117647,1.4513338612770903,0.30337078651685395,0.10112359550561797,8,2,0.20404411764705882,33,6.0661764705882355,Q6TFL4,Q6TFL4,,KLHL24,False,600,1208.0,0.03183948268057196,0.035878225488594595,0.0,0.0,1775.0,3.6106649768450705,3.6013517,0.9960563380281691,0.7307042253521127
723,573,0.7925311203319502,85.84856893542756,2.3969059267510553,0.3125,0.05803571428571429,23,9,0.12390924956369982,11,1.9197207678883073,Q6UWE0,Q6UWE0,,LRSAM1,False,723,1208.0,0.004873088758045613,0.00975879655739325,0.0,0.0,1775.0,2.8957493286197185,2.9118872,0.9994366197183099,0.4309859154929577
489,386,0.7893660531697342,87.1119689119171,1.3955982500330715,0.5916666666666667,0.14166666666666666,29,8,0.30569948186528495,88,22.797927461139896,Q6UX01,Q6UX01,,LMBR1L,False,489,1208.0,-0.14751393945081542,-0.14852713913433963,0.009105960264900662,0.0,1775.0,4.321598633295775,4.358502,1.0,0.9611267605633803
620,436,0.7032258064516129,94.11279816513762,1.4749158812803946,0.3493975903614458,0.0963855421686747,22,2,0.2018348623853211,32,7.339449541284404,Q6VN20,Q6VN20,,RANBP10,False,620,1208.0,-0.15886372455626757,-0.159059092622785,0.013245033112582781,0.0,1775.0,3.132762571661972,3.144146,0.9988732394366198,0.5915492957746479
395,343,0.8683544303797468,90.68883381924198,1.0797908727446799,0.32298136645962733,0.12422360248447205,6,2,0.20408163265306123,33,9.620991253644315,Q6VVB1,Q6VVB1,,NHLRC1,False,395,1208.0,-0.0668223569452647,-0.058392798814029145,0.009933774834437087,0.0,1775.0,1.1016787739030987,1.0456457,0.5138028169014085,0.038873239436619716
759,710,0.9354413702239789,93.65839436619719,1.286832843374085,0.2652439024390244,0.07621951219512195,11,1,0.1647887323943662,14,1.971830985915493,Q6WRX3,Q6WRX3,,ZYG11A,False,759,1208.0,-0.018445134197337138,-0.02005780428177635,0.0,0.0,1775.0,0.9850112350822534,0.5140566,0.41746478873239434,0.03380281690140845
464,428,0.9224137931034483,90.23521028037383,1.0824416193581337,0.3673469387755102,0.12755102040816327,7,4,0.22429906542056074,33,7.710280373831775,Q6X9E4,Q6X9E4,,FBXW12,False,464,1208.0,-0.18133931327953423,-0.17351224766816437,0.022350993377483443,0.0,1775.0,0.08919181617690142,0.04052496,0.004507042253521127,0.0
477,457,0.9580712788259959,92.36868708971555,2.350441144410022,0.375,0.05448717948717949,37,5,0.2188183807439825,38,8.315098468271334,Q6ZMU5,Q6ZMU5,,TRIM72,False,477,1208.0,-0.11566589566400336,-0.1127459065126728,0.009933774834437087,0.0,1775.0,0.26411594000000005,0.016780123,0.07154929577464789,0.038873239436619716
732,285,0.38934426229508196,88.67971929824562,1.803813212901221,0.47572815533980584,0.10679611650485436,50,3,0.2631578947368421,29,10.175438596491228,Q6ZMZ0,Q6ZMZ0,,RNF19B,False,732,1208.0,-0.02278957900835195,-0.02397242732231135,0.0016556291390728477,0.0,1775.0,3.592973705239437,3.5448687,0.9994366197183099,0.7729577464788733
994,119,0.11971830985915492,89.10512605042017,1.8429116085646289,0.32989690721649484,0.09278350515463918,5,2,0.10084033613445378,3,2.5210084033613445,Q6ZNA4,Q6ZNA4,,RNF111,False,994,1208.0,0.034254512125645536,0.03215778567343365,0.0008278145695364238,0.0,1775.0,4.417035927830986,4.496194,1.0,0.9628169014084507
346,99,0.2861271676300578,88.94525252525254,2.287383086273583,0.3684210526315789,0.11842105263157894,7,2,0.13131313131313133,3,3.0303030303030303,Q6ZSG1,Q6ZSG1,,ARK2C,False,346,1208.0,0.09316772759851459,0.08943004056950304,0.0016556291390728477,0.0,1775.0,0.8497127619588732,0.3609081,0.3267605633802817,0.05746478873239436
1888,1429,0.756885593220339,87.70736878936319,1.1889014081043692,0.24077328646748683,0.09314586994727592,7,2,0.1819454163750875,38,2.6592022393282013,Q6ZT12,Q6ZT12,,UBR3,False,1888,1208.0,-0.04543478878526056,-0.042140947022778055,0.004966887417218543,0.0,1775.0,3.800928681842253,3.821547,0.9994366197183099,0.9053521126760563
275,217,0.7890909090909091,93.35304147465438,1.5673412876802368,0.3793103448275862,0.0603448275862069,7,1,0.2304147465437788,15,6.912442396313365,Q6ZVX7,Q6ZVX7,,NCCRP1,False,275,1208.0,-0.08714637507040654,-0.08141339849452231,0.009105960264900662,0.0,1775.0,0.3895119668140845,0.051962286,0.10873239436619718,0.03492957746478873
466,381,0.8175965665236051,89.32325459317586,1.422857349341983,0.28342245989304815,0.08021390374331551,10,2,0.2283464566929134,21,5.511811023622047,Q6ZVZ8,Q6ZVZ8,,ASB18,False,466,1208.0,0.04053186968062111,0.038404918356810494,0.0008278145695364238,0.0,1775.0,0.030039576387605633,0.0,0.0016901408450704226,0.0
473,229,0.48414376321353064,90.42510917030567,1.7980847044744959,0.3561643835616438,0.11643835616438356,8,2,0.1703056768558952,5,2.1834061135371177,Q6ZWB6,Q6ZWB6,,KCTD8,False,473,1208.0,0.004879348610500558,0.0056869282521572005,0.0016556291390728477,0.0,1775.0,0.18982119420112678,0.0,0.06253521126760564,0.005633802816901409
263,219,0.8326996197718631,88.53557077625571,1.5704606955709204,0.3524590163934426,0.09016393442622951,8,2,0.2146118721461187,14,6.392694063926941,Q6ZWI9,Q6ZWI9,,RFPL4B,False,263,1208.0,-0.012980624165959473,-0.0127289737135133,0.0008278145695364238,0.0,1775.0,0.14336600788394366,0.0,0.02873239436619718,0.011830985915492958
238,189,0.7941176470588235,94.37904761904761,1.2390425970096999,0.28703703703703703,0.06481481481481481,5,1,0.21693121693121692,31,16.402116402116402,Q712K3,Q712K3,,UBE2R2,False,238,1208.0,-0.041556950214474975,-0.033938900754058005,0.022350993377483443,0.0016556291390728477,1775.0,4.725677617915492,4.7428417,1.0,0.9960563380281691
257,215,0.8365758754863813,93.42990697674419,2.0508359165938366,0.2827586206896552,0.08275862068965517,6,3,0.15813953488372093,9,4.186046511627907,Q719H9,Q719H9,,KCTD1,False,257,1165.0,-0.0002559370541683736,-0.001878902991311,0.0,0.0,1775.0,3.2224976278281687,3.2715483,0.9532394366197183,0.6067605633802817
491,98,0.19959266802443992,90.03071428571427,1.6146748598197795,0.42028985507246375,0.07246376811594203,7,2,0.17346938775510204,8,8.16326530612245,Q75N03,Q75N03,,CBLL1,False,491,1208.0,-0.3870564442835373,-0.3836241711157481,0.30960264900662254,0.014900662251655629,1775.0,4.568707732056338,4.6117864,1.0,0.9791549295774647
589,176,0.298811544991511,85.14517045454545,1.8325094864424243,0.3252032520325203,0.13821138211382114,8,1,0.1875,20,11.363636363636363,Q86UZ6,Q86UZ6,,ZBTB46,False,589,1208.0,0.03682744228227431,0.03827350380657045,0.0,0.0,1775.0,1.1377297614095774,0.95473087,0.4788732394366197,0.023661971830985916
789,550,0.697084917617237,91.23807272727274,3.9007991766535417,0.357429718875502,0.08433734939759036,18,15,0.10363636363636364,18,3.272727272727273,Q86VP1,Q86VP1,,TAX1BP1,False,789,1208.0,-0.04124823882284486,-0.02535062184349615,0.016556291390728478,0.0016556291390728477,1775.0,6.351611300957747,6.3966904,1.0,0.9983098591549295
759,697,0.9183135704874835,92.52634146341464,1.839527315987262,0.23846153846153847,0.07435897435897436,4,0,0.17216642754662842,28,4.017216642754662,Q13619,Q13619,,CUL4A,False,759,1208.0,-0.03781773771418019,-0.03241776908297875,0.011589403973509934,0.0024834437086092716,1775.0,5.472467808788733,5.504102,1.0,0.9994366197183099
469,357,0.7611940298507462,92.43439775910365,1.227788846452042,0.30303030303030304,0.10303030303030303,4,0,0.20168067226890757,41,11.484593837535014,Q8N2H9,Q8N2H9,,PELI3,False,469,1208.0,-0.021440150763070584,-0.0208161596120923,0.0024834437086092716,0.0,1775.0,2.523881606574648,2.5436766,0.9769014084507043,0.26366197183098594
586,551,0.9402730375426621,93.56805807622504,1.386050431280789,0.2967032967032967,0.08058608058608059,12,1,0.20508166969147004,44,7.985480943738657,Q8IXQ5,Q8IXQ5,,KLHL7,False,586,1208.0,-0.041246734489306186,-0.03213799996672065,0.0074503311258278145,0.0,1775.0,4.908986407718309,4.953861,1.0,0.9909859154929578
132,128,0.9696969696969697,95.601015625,4.703154687038293,0.4251968503937008,0.07086614173228346,14,5,0.1015625,5,3.90625,Q8IY31,Q8IY31,,IFT20,False,132,1208.0,0.08799988605570376,0.0789620584244594,0.0,0.0,1775.0,5.191502010422536,5.1919613,1.0,0.9983098591549295
623,532,0.8539325842696629,92.0876879699248,1.2508868569708789,0.3076923076923077,0.09615384615384616,10,1,0.2424812030075188,54,10.150375939849624,Q8IY47,Q8IY47,,KBTBD2,False,623,1208.0,-0.20024387545199235,-0.17668742498368895,0.06374172185430464,0.0041390728476821195,1775.0,4.88912926428169,4.8846416,1.0,0.9960563380281691
1834,386,0.21046892039258452,86.7435751295337,1.85159951920567,0.4,0.07241379310344828,11,9,0.20984455958549222,15,3.8860103626943006,Q8IY92,Q8IY92,,SLX4,False,1834,1208.0,-0.2699568842599652,-0.2549604542775534,0.11506622516556292,0.0008278145695364238,1775.0,1.927547032169014,1.9279798,0.9188732394366197,0.056901408450704224
498,433,0.8694779116465864,90.30224018475751,2.497693213438256,0.33993399339933994,0.0627062706270627,12,8,0.18937644341801385,32,7.390300230946882,Q8IYM9,Q8IYM9,,TRIM22,False,498,1208.0,0.0168717966643392,0.016440286027971547,0.0,0.0,1775.0,2.9415612211402817,2.5528197,0.6585915492957747,0.4608450704225352
909,767,0.8437843784378438,90.71956975228161,1.4622103259717651,0.254957507082153,0.0821529745042493,6,2,0.21773142112125163,47,6.127770534550195,Q8IYU2,Q8IYU2,,HACE1,False,909,1208.0,-0.05605186365151337,-0.05201609899021565,0.006622516556291391,0.0,1775.0,2.9684581488056336,2.9744668,0.9915492957746479,0.48619718309859156
571,211,0.36952714535901926,92.85023696682464,3.08729633224966,0.3163841807909605,0.05649717514124294,7,5,0.12322274881516587,12,5.687203791469194,Q8IYW5,Q8IYW5,,RNF168,False,571,1208.0,-0.5406784775712687,-0.5015654829416375,0.5008278145695364,0.08940397350993377,1775.0,3.2311542468676056,3.2089465,0.9983098591549295,0.6219718309859155
440,423,0.9613636363636363,95.0981560283688,1.3172898798485393,0.20297029702970298,0.04950495049504951,6,1,0.18912529550827423,13,3.0732860520094563,Q8N0Z6,Q8N0Z6,,TTC5,False,440,1208.0,-0.17602647715337566,-0.1683510913885107,0.03559602649006623,0.0008278145695364238,1775.0,3.638730213369014,3.67832,0.9994366197183099,0.8163380281690141
415,413,0.9951807228915662,96.75559322033898,1.0312943530484324,0.25274725274725274,0.08241758241758242,4,0,0.1791767554479419,53,12.832929782082324,Q8N136,Q8N136,,DAW1,False,415,1208.0,0.05689370385980019,0.05784395252315925,0.0,0.0,1775.0,0.4651929898287324,0.07809059,0.15098591549295776,0.03492957746478873
923,507,0.5492957746478874,90.59100591715976,1.7376642589600473,0.36245954692556637,0.06796116504854369,14,7,0.1814595660749507,14,2.7613412228796843,Q8N163,Q8N163,,CCAR2,False,923,1208.0,-0.014981325924279454,-0.0105386340113171,0.0033112582781456954,0.0,1775.0,6.28198401002817,6.3197174,1.0,0.9988732394366198
418,390,0.9330143540669856,95.22969230769232,1.2566468944162796,0.23809523809523808,0.10582010582010581,10,1,0.11025641025641025,6,1.5384615384615385,Q8N1E6,Q8N1E6,,FBXL14,False,418,1208.0,-0.01447015210395754,-0.0041746753396798,0.016556291390728478,0.0008278145695364238,1775.0,2.653696525639437,2.6609993,0.9695774647887324,0.3464788732394366
259,200,0.7722007722007722,95.88345,1.4207993952039284,0.42063492063492064,0.1111111111111111,20,1,0.195,21,10.5,Q8N2K1,Q8N2K1,,UBE2J2,False,259,1208.0,-0.3172988213553007,-0.28349979191242747,0.14735099337748345,0.01076158940397351,1775.0,5.340145509239437,5.38521,1.0,0.9994366197183099
1230,1149,0.9341463414634147,89.49993907745865,1.1404637297162545,0.2611218568665377,0.07156673114119923,6,2,0.1731940818102698,14,1.2184508268059182,Q86VP6,Q86VP6,,CAND1,False,1230,1208.0,-0.3841652006242234,-0.38353197642947057,0.3302980132450331,0.018211920529801324,1775.0,6.128354646907042,6.199103,0.9994366197183099,0.9983098591549295
510,325,0.6372549019607843,93.78483076923077,1.369922788820935,0.3622448979591837,0.07653061224489796,10,2,0.23692307692307693,48,14.76923076923077,Q8N2W9,Q8N2W9,,PIAS4,False,510,1208.0,-0.16379332151869475,-0.14354518409304884,0.030629139072847682,0.004966887417218543,1775.0,3.6082072519436617,3.627315,0.9994366197183099,0.8185915492957746
598,425,0.7107023411371237,91.0164,1.2477346002776586,0.31840796019900497,0.0845771144278607,7,3,0.21176470588235294,40,9.411764705882353,Q8N3Y1,Q8N3Y1,,FBXW8,False,598,1208.0,-0.02316713324514781,-0.023632134936794398,0.0008278145695364238,0.0,1775.0,2.837136029042253,2.8483496,0.9938028169014085,0.40619718309859154
690,501,0.7260869565217392,88.43007984031937,1.3393057694789747,0.31365313653136534,0.11808118081180811,9,2,0.2275449101796407,21,4.191616766467066,Q8N448,Q8N448,,LNX2,False,690,1208.0,0.08881497056406161,0.08162443873823035,0.0,0.0,1775.0,2.7380267249014083,2.6974535,0.992112676056338,0.3453521126760563
479,386,0.8058455114822547,95.4173316062176,1.2352908875421122,0.32323232323232326,0.11616161616161616,8,2,0.15544041450777202,14,3.6269430051813467,Q8N461,Q8N461,,FBXL16,False,479,1208.0,-0.04863014910287085,-0.046551501314502794,0.0033112582781456954,0.0,1775.0,1.7855365086377464,1.5008581,0.6005633802816901,0.23211267605633804
442,421,0.9524886877828054,94.48491686460808,1.2272010998352219,0.27184466019417475,0.1407766990291262,6,4,0.15914489311163896,18,4.275534441805226,Q8N4B4,Q8N4B4,,FBXO39,False,442,1208.0,0.04595033358559692,0.04793775207993235,0.0,0.0,1775.0,0.1824325999740845,0.0,0.04732394366197183,0.0022535211267605635
328,283,0.8628048780487805,88.70844522968197,1.490900454512105,0.5161290322580645,0.17204301075268819,26,5,0.27208480565371024,27,9.540636042402827,Q8N4F7,Q8N4F7,,RNF175,False,328,1208.0,0.044639400664818446,0.041788124568207505,0.0,0.0,1775.0,0.577756702494648,0.06465388,0.18985915492957747,0.056338028169014086
51,41,0.803921568627451,94.44463414634146,2.768804936699043,0.5365853658536586,0.07317073170731707,22,1,0.12195121951219512,2,4.878048780487805,Q8N4H5,Q8N4H5,,TOMM5,False,51,1208.0,-0.10961969761046116,-0.1097714740515805,0.0041390728476821195,0.0,1775.0,7.654195186647887,7.681801,1.0,1.0
616,578,0.9383116883116883,94.255,1.423259208252653,0.298932384341637,0.10320284697508897,4,0,0.1903114186851211,25,4.325259515570934,Q8N4N3,Q8N4N3,,KLHL36,False,616,1208.0,0.12295102597855866,0.12139404024156505,0.0,0.0,1775.0,3.462079234868169,3.5017831,0.9909859154929578,0.763943661971831
154,152,0.987012987012987,93.96644736842104,1.2630983379678016,0.25,0.045454545454545456,5,1,0.19736842105263158,12,7.894736842105263,A0A1B0GUS4,A0A1B0GUS4,,UBE2L5,False,154,70.0,-0.12886236653030245,-0.10958052592460095,0.07142857142857142,0.014285714285714285,1775.0,0.36548680729183103,0.27090564,0.048450704225352116,0.0005633802816901409
677,530,0.7828655834564254,93.62837735849057,1.058127661585462,0.3181818181818182,0.10454545454545454,6,1,0.19245283018867926,21,3.9622641509433962,Q8N5D0,Q8N5D0,,WDTC1,False,677,1208.0,-0.2991638894992446,-0.29228091777834087,0.09105960264900662,0.0,1775.0,3.6411783786478877,3.6806056,0.9988732394366198,0.8146478873239437
433,294,0.6789838337182448,94.75979591836735,1.5655798716322535,0.3375,0.1,7,4,0.23469387755102042,22,7.482993197278912,Q8N5I2,Q8N5I2,,ARRDC1,False,433,1208.0,-0.08181531954541604,-0.0825786161861015,0.004966887417218543,0.0,1775.0,4.834759828056337,4.770787,1.0,0.9419718309859155
389,289,0.7429305912596401,93.71595155709342,1.162169849171358,0.24285714285714285,0.08571428571428572,3,0,0.22145328719723184,28,9.688581314878892,Q8IXJ6,Q8IXJ6,,SIRT2,False,389,1208.0,-0.1107742417627045,-0.10387422005569069,0.012417218543046357,0.0008278145695364238,1775.0,4.405549483323943,4.4301915,1.0,0.9656338028169014
292,145,0.4965753424657534,93.25324137931035,2.192831000245643,0.39655172413793105,0.13793103448275862,14,3,0.2,10,6.896551724137931,Q8IX29,Q8IX29,,FBXO16,False,292,1208.0,0.11645598567296375,0.12124411977435359,0.0,0.0,1775.0,1.901400794870986,2.0020509,0.8028169014084507,0.13070422535211268
1150,642,0.5582608695652174,90.37104361370716,1.77880623266476,0.2964824120603015,0.06281407035175879,18,5,0.16510903426791276,24,3.7383177570093453,Q8IX12,Q8IX12,,CCAR1,False,1150,1208.0,-0.7510803180534483,-0.7409281140906954,0.7731788079470199,0.20943708609271522,1775.0,5.841485302704225,5.9254227,1.0,0.9988732394366198
723,397,0.5491009681881052,86.21390428211586,2.6935275219363635,0.4166666666666667,0.11,20,9,0.21158690176322417,14,3.5264483627204033,Q8IWZ5,Q8IWZ5,,TRIM42,False,723,1208.0,0.05255549511917587,0.052849876781869545,0.0,0.0,1775.0,0.008309391189859155,0.0,0.0022535211267605635,0.0
200,178,0.89,87.75752808988764,1.7188049943450294,0.3135593220338983,0.1016949152542373,13,1,0.21910112359550563,14,7.865168539325842,Q86VX2,Q86VX2,,COMMD7,False,200,1208.0,-0.14441477748863604,-0.1328435981714743,0.012417218543046357,0.0,1775.0,5.2266416918253515,5.2733517,0.9988732394366198,0.992112676056338
330,303,0.9181818181818182,97.71198019801982,1.0002221878913384,0.2396694214876033,0.0743801652892562,3,0,0.1485148514851485,20,6.6006600660066,Q86VZ2,Q86VZ2,,WDR5B,False,330,1208.0,-0.14881614345363117,-0.14165832836864614,0.009105960264900662,0.0,1775.0,2.5317908591492957,2.5042086,0.9943661971830986,0.2112676056338028
500,458,0.916,92.57897379912663,2.6558509444510543,0.32608695652173914,0.07763975155279502,9,8,0.17685589519650655,17,3.711790393013101,Q86WT6,Q86WT6,,TRIM69,False,500,1208.0,0.0016421521640419498,0.00146232715495495,0.0,0.0,1775.0,3.881424933340282,3.8914678,0.992112676056338,0.8315492957746479
199,193,0.9698492462311558,89.84917098445595,1.9254150090063986,0.34782608695652173,0.07246376811594203,22,3,0.19170984455958548,11,5.699481865284974,Q86X83,Q86X83,,COMMD2,False,199,1208.0,-0.12300318986849092,-0.11174533884904819,0.020695364238410598,0.0,1775.0,5.13101607656338,5.148861,1.0,0.9938028169014085
927,731,0.7885652642934197,94.93694938440493,1.5856030592003854,0.2445141065830721,0.12852664576802508,6,1,0.16415868673050615,18,2.462380300957592,Q86XK2,Q86XK2,,FBXO11,False,927,1208.0,-0.19589214338594815,-0.15867815605897484,0.15314569536423842,0.014072847682119206,1775.0,5.249237646535211,5.277185,0.9983098591549295,0.9971830985915493
419,282,0.6730310262529833,89.23152482269504,2.90655421203886,0.4293193717277487,0.09424083769633508,23,5,0.19148936170212766,13,4.609929078014184,Q86XS8,Q86XS8,,RNF130,False,419,1208.0,0.05661700042590999,0.05560728710096615,0.0,0.0,1775.0,4.702792705864226,5.065361,0.9188732394366197,0.8828169014084507
487,433,0.8891170431211499,90.13378752886837,2.6260799325508626,0.3724832214765101,0.087248322147651,20,9,0.17551963048498845,14,3.233256351039261,Q86XT4,Q86XT4,,TRIM50,False,487,1208.0,-0.08582927000642605,-0.08531906872909745,0.0033112582781456954,0.0,1775.0,0.03481233974197183,0.0,0.004507042253521127,0.0016901408450704226
620,404,0.6516129032258065,90.6171287128713,1.3341267901520157,0.30701754385964913,0.08771929824561403,13,1,0.1806930693069307,11,2.722772277227723,Q86Y01,Q86Y01,,DTX1,False,620,1208.0,-0.03586633898364096,-0.03626584985785335,0.0,0.0,1775.0,1.0582204214005635,0.30129966,0.27098591549295775,0.10591549295774648
1208,584,0.48344370860927155,84.68363013698631,1.971758464472779,0.30831099195710454,0.0777479892761394,12,6,0.17636986301369864,9,1.5410958904109588,Q86Y13,Q86Y13,,DZIP3,False,1208,1208.0,0.017811259744751277,0.01979575157561175,0.0016556291390728477,0.0,1775.0,2.8948265530929573,2.9400916,0.979718309859155,0.46816901408450706
346,151,0.43641618497109824,85.92615894039737,2.126126034050377,0.49107142857142855,0.15178571428571427,18,3,0.23841059602649006,23,15.2317880794702,Q86YJ5,Q86YJ5,,MARCHF9,False,346,1090.0,-0.385326554603029,-0.3669822365038323,0.20825688073394497,0.011009174311926606,1775.0,3.510967502912676,3.5329902,0.9819718309859155,0.7109859154929578
1006,847,0.841948310139165,91.76639905548998,1.296053608371254,0.2560706401766004,0.05518763796909492,7,4,0.1770956316410862,12,1.4167650531286895,Q86YT6,Q86YT6,,MIB1,False,1006,1208.0,-0.22237164595979936,-0.16547354062482938,0.15562913907284767,0.027317880794701987,1775.0,4.065447423414084,4.0827026,0.9994366197183099,0.9194366197183098
